Burr_param1,Burr_param2,Burr_param3,iteration,model_name,model_type,u_opt,p_u,location
1.0,1.0,0.6350074108320634,0,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.0,1.0,0.6350074108320634,1,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.1601117566928425,1.023314507134702,0.6269502619714048,2,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.1601117566928425,1.023314507134702,0.6269502619714048,3,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.1601117566928425,1.023314507134702,0.6269502619714048,4,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.1601117566928425,1.023314507134702,0.6269502619714048,5,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.1601117566928425,1.023314507134702,0.6269502619714048,6,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.1601117566928425,1.023314507134702,0.6269502619714048,7,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.1601117566928425,1.023314507134702,0.6269502619714048,8,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.415964330292789,1.1470998713789005,0.4514284750058323,9,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.1837162483349408,1.1345806987999265,0.6536942328269426,10,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.1837162483349408,1.1345806987999265,0.6536942328269426,11,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,12,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,13,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,14,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,15,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,16,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,17,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,18,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,19,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,20,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,21,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,22,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,23,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,24,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,25,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,26,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,27,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,28,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,29,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,30,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,31,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4712422729283832,1.2218828513755604,0.6380407453551054,32,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.6440142116940464,1.437638334032223,0.8152760700262043,33,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4000900152992755,1.6089518866161288,0.8849003586400523,34,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4000900152992755,1.6089518866161288,0.8849003586400523,35,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4000900152992755,1.6089518866161288,0.8849003586400523,36,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4000900152992755,1.6089518866161288,0.8849003586400523,37,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
1.4000900152992755,1.6089518866161288,0.8849003586400523,38,Burr,tail,21.075481246644497,0.12276785714285714,Heredia_SOCIAL_Geológico
