LN_tail_param1,LN_tail_param2,iteration,model_name,model_type,u_opt,p_u,location
3.05544093970717,1.0,0,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
3.05544093970717,1.0,1,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.940977106818977,0.9532586984743806,2,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.9144339323541395,0.9619344749056511,3,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.9617975968103445,0.9170955521440374,4,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.9095253306492204,0.9361139486718634,5,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.9095253306492204,0.9361139486718634,6,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
3.0043242802062853,0.8464902502277291,7,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
3.0043242802062853,0.8464902502277291,8,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.895526890303299,0.8431262865410036,9,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.895526890303299,0.8431262865410036,10,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.8514093654198462,0.7708518427681011,11,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.8514093654198462,0.7708518427681011,12,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.8514093654198462,0.7708518427681011,13,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.877893513515273,0.6947981500119809,14,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.617359618214496,0.6347863175293696,15,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.6682323032377764,0.5716521973093014,16,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.6551447784968096,0.5249859366978853,17,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.6551447784968096,0.5249859366978853,18,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.6551447784968096,0.5249859366978853,19,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.596162291884557,0.4964857510008506,20,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.577784389311124,0.4515724956395828,21,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.6867557346354767,0.39963203567702316,22,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.6469395666090882,0.29164656091007607,23,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.4303590160390685,0.3068017358899904,24,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.4044164059160087,0.292379192130619,25,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.37663641331942,0.24776706531415402,26,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.342795348125735,0.2168950802298354,27,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.342795348125735,0.2168950802298354,28,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
2.296516077707062,0.20608455139334964,29,LN_tail,tail,20.344063556232722,0.21696428571428572,HÍDRICO_Hidrometereológico
