x,f,model_name,model_type,kernel,bandwidth,u_opt,p_u,location
14.030307371981616,0.010436134070606068,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.044470251428661,0.01083752384255245,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.058633130875709,0.011640303386445219,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.072796010322755,0.012041693158391605,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.086958889769802,0.012041693158391605,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.101121769216848,0.012844472702284377,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.115284648663893,0.012844472702284377,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.12944752811094,0.012844472702284377,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.143610407557986,0.013245862474230777,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.157773287005034,0.01364725224617716,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.17193616645208,0.01364725224617716,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.186099045899125,0.01364725224617716,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.200261925346172,0.014851421562016324,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.214424804793218,0.01565420110590909,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.228587684240265,0.01565420110590909,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.242750563687311,0.01565420110590909,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.256913443134357,0.01565420110590909,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.271076322581404,0.01565420110590909,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.28523920202845,0.016858370421748262,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.299402081475495,0.017661149965641016,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.313564960922543,0.017661149965641016,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.327727840369588,0.018463929509533794,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.341890719816636,0.018463929509533794,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.356053599263682,0.018463929509533794,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.370216478710727,0.018463929509533794,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.384379358157775,0.018865319281480185,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.39854223760482,0.018865319281480185,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.412705117051868,0.01966809882537296,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.426867996498913,0.020069488597319347,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.441030875945959,0.02167504768510489,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.455193755393006,0.02167504768510489,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.469356634840052,0.02207643745705128,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.4835195142871,0.02247782722899767,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.497682393734145,0.02247782722899767,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.51184527318119,0.023681996544836808,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.526008152628238,0.024083386316783202,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.540171032075284,0.024083386316783202,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.554333911522331,0.024886165860675984,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.568496790969377,0.024886165860675984,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
14.582659670416422,0.025688945404568748,KDE-tophat,body,tophat,0.632,21.10369592609893,0.12008928571428572,Puntarenas_Hidrometereológico
