"","X","tipoA","tipoB","varA","varB","copula","par","tau","VaR_A","VaR_B","VaR_S","CVaR_S","VaR_X_95","VaR_Y_95","VaR_Cop_95","CVaR_Cop_95","CVaR_cond_95","VaR_X_99","VaR_Y_99","VaR_Cop_99","CVaR_Cop_99","CVaR_cond_99"
"1",1,"provincias","categorias","Alajuela","Hidrometereológico","SC",1.15170583009735,0.365423009691795,3.54854692261801,2.2665864027073,5.53644468827793,7.60133182340559,3.59267618535418,2.25151810851153,5.57364954787894,7.70114963488948,2.62913376062684,5.67727290506207,3.55153043118541,8.96256629723272,11.1447471399861,3.84670847987954
"2",2,"provincias","categorias","Guanacaste","Hidrometereológico","t",0.627042685242179,0.431469696340706,1.81761332746782,2.25773101216062,3.76913922906196,5.03790869403728,1.82864842188785,2.25917181769815,3.91206060712253,5.23139257350056,2.6278249689345,2.6698800492848,3.51126097623443,6.06562168488237,7.35774434356439,3.85972308565379
"3",3,"provincias","categorias","Puntarenas","Hidrometereológico","SC",2.07988722535813,0.509790371760964,2.47992001371414,2.25605164436258,4.63943725260067,6.34374350149001,2.48997430172777,2.25660881472878,4.54372036866416,6.25045355542768,2.66147944129211,3.97133966172203,3.51801409014717,7.28047055042886,9.14068630086936,3.91537534626923
"4",4,"provincias","categorias","San José","Hidrometereológico","SC",1.91870117846169,0.489626815386543,22.8354775905665,2.26619146633574,25.004071088217,26.2690381234854,22.8158174089075,2.25933057331051,24.8927935922047,26.1516423341111,2.62326092224393,23.6063991142487,3.51811890342512,26.9090814740443,28.0924959184713,3.82896503331084
"5",5,"provincias","categorias","Cartago","Hidrometereológico","SC",1.48763080766633,0.426544806404479,3.51850970002989,2.23976354172394,5.56576982323089,7.35472453683116,3.51399836946778,2.24980153006376,5.54281245075147,7.38433956876628,2.65612230367041,5.21448348736416,3.52933890359357,8.56040004275752,10.3935634235025,3.91829613272862
"6",6,"provincias","categorias","Heredia","Hidrometereológico","F",1.94026411604521,0.207546362654567,2.37336155782831,2.26189033121031,4.03906247396958,4.92509160294766,2.36895089957102,2.25629992438972,4.46890663195132,5.78398973987894,2.66698499070162,3.21498694291784,3.53799321019758,6.59552258541147,8.032185616741,4.00322137392378
"7",7,"provincias","categorias","Limón","Hidrometereológico","C",0.490210267417781,0.196854969972517,23.9384863994197,2.24937936909041,25.3010577568236,26.0629152863424,23.9463736451437,2.25993360650282,26.0187970251879,27.0748393782754,2.61913410517622,24.3563392293211,3.49566463080629,27.7445698929955,28.6562974826951,3.85281272172749
