x,f,model_name,model_type,kernel,bandwidth,u_opt,p_u,location
14.187074114396758,0.02277408408905997,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.199255136601426,0.023621673762293068,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.211436158806094,0.024435926020728534,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.223617181010763,0.025216840864366347,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.235798203215431,0.025964418293206497,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.2479792254201,0.02667865830724899,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.260160247624768,0.027359560906493847,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.272341269829438,0.028007126090941144,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.284522292034106,0.028621353860590688,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.296703314238774,0.029202244215442593,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.308884336443443,0.029749797155496836,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.321065358648111,0.03026401268075345,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.33324638085278,0.030744890791212398,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.345427403057448,0.03119243148687371,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.357608425262116,0.03179809741820124,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.369789447466784,0.03236669487600369,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.381970469671453,0.03289778774215877,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.394151491876121,0.03351485497522372,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.40633251408079,0.03416015693257178,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.418513536285458,0.034763787121422765,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.430694558490128,0.035325745541776775,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.442875580694796,0.035846032193633644,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.455056602899464,0.03632464707699344,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.467237625104133,0.036761590191856174,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.479418647308801,0.03715686153822187,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.49159966951347,0.037510461116090466,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.503780691718138,0.0378622252476002,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.515961713922806,0.038323512976685514,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.528142736127474,0.038738961760424045,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
14.540323758332143,0.03910857159881582,KDE-epanechnikov,body,epanechnikov,0.567,20.32429151328136,0.1928374655647383,Alajuela
