Burr_param1,Burr_param2,Burr_param3,iteration,model_name,model_type,u_opt,p_u,location
1.0,1.0,0.8137546305677805,0,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3561513220887589,0.958330787325483,0.4376267382147973,1,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.5301975815733508,1.0617683831868665,0.47927921644566795,2,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.4216457126528854,0.9424710059444014,0.8792378887894708,3,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.4216457126528854,0.9424710059444014,0.8792378887894708,4,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.4216457126528854,0.9424710059444014,0.8792378887894708,5,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.4216457126528854,0.9424710059444014,0.8792378887894708,6,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.4216457126528854,0.9424710059444014,0.8792378887894708,7,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3465760209051283,1.0938521851291825,0.9556832948300521,8,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3465760209051283,1.0938521851291825,0.9556832948300521,9,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.6043424517930822,1.3190220663656982,0.9722653510401982,10,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.6043424517930822,1.3190220663656982,0.9722653510401982,11,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.6043424517930822,1.3190220663656982,0.9722653510401982,12,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3641621997620579,1.7950596808407002,1.0238208644215303,13,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.6515563333070864,1.6600797301818948,1.1570046097175777,14,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.6515563333070864,1.6600797301818948,1.1570046097175777,15,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.6515563333070864,1.6600797301818948,1.1570046097175777,16,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.6515563333070864,1.6600797301818948,1.1570046097175777,17,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.6515563333070864,1.6600797301818948,1.1570046097175777,18,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.6515563333070864,1.6600797301818948,1.1570046097175777,19,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.4932242151318633,1.710082773403933,1.2910891096757287,20,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.4932242151318633,1.710082773403933,1.2910891096757287,21,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.4932242151318633,1.710082773403933,1.2910891096757287,22,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.4932242151318633,1.710082773403933,1.2910891096757287,23,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3281340623053233,1.9391064611545181,1.257703931106547,24,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3281340623053233,1.9391064611545181,1.257703931106547,25,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3281340623053233,1.9391064611545181,1.257703931106547,26,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3281340623053233,1.9391064611545181,1.257703931106547,27,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3281340623053233,1.9391064611545181,1.257703931106547,28,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3281340623053233,1.9391064611545181,1.257703931106547,29,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3281340623053233,1.9391064611545181,1.257703931106547,30,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3281340623053233,1.9391064611545181,1.257703931106547,31,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3281340623053233,1.9391064611545181,1.257703931106547,32,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3281340623053233,1.9391064611545181,1.257703931106547,33,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3281340623053233,1.9391064611545181,1.257703931106547,34,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3281340623053233,1.9391064611545181,1.257703931106547,35,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3281340623053233,1.9391064611545181,1.257703931106547,36,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.3281340623053233,1.9391064611545181,1.257703931106547,37,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.4321355667008708,2.061420085481475,1.5335459524061816,38,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.4321355667008708,2.061420085481475,1.5335459524061816,39,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.490726311061874,2.1033050313534845,1.4820052863386282,40,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
1.490726311061874,2.1033050313534845,1.4820052863386282,41,Burr,tail,20.547986479537943,0.1875,Guanacaste_Hidrometereológico
