Lognormal_param1,Lognormal_param2,iteration,model_name,model_type,u_opt,p_u,location
2.843164996084513,0.08353917000184273,0,Lognormal,body,20.76305088398911,0.0,Alvarado
2.843164996084513,0.08353917000184273,1,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8950942649155946,0.11045393199084379,2,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8950942649155946,0.11045393199084379,3,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8950942649155946,0.11045393199084379,4,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8676912527554537,0.10214892664754666,5,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8676912527554537,0.10214892664754666,6,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8676912527554537,0.10214892664754666,7,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8676912527554537,0.10214892664754666,8,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8676912527554537,0.10214892664754666,9,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8676912527554537,0.10214892664754666,10,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8676912527554537,0.10214892664754666,11,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8676912527554537,0.10214892664754666,12,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8676912527554537,0.10214892664754666,13,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8676912527554537,0.10214892664754666,14,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8676912527554537,0.10214892664754666,15,Lognormal,body,20.76305088398911,0.0,Alvarado
2.864448374184385,0.08321095268498625,16,Lognormal,body,20.76305088398911,0.0,Alvarado
2.864448374184385,0.08321095268498625,17,Lognormal,body,20.76305088398911,0.0,Alvarado
2.864448374184385,0.08321095268498625,18,Lognormal,body,20.76305088398911,0.0,Alvarado
2.864448374184385,0.08321095268498625,19,Lognormal,body,20.76305088398911,0.0,Alvarado
2.864448374184385,0.08321095268498625,20,Lognormal,body,20.76305088398911,0.0,Alvarado
2.864448374184385,0.08321095268498625,21,Lognormal,body,20.76305088398911,0.0,Alvarado
2.864448374184385,0.08321095268498625,22,Lognormal,body,20.76305088398911,0.0,Alvarado
2.864448374184385,0.08321095268498625,23,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8523423724355292,0.11203593934400208,24,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8523423724355292,0.11203593934400208,25,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8543088053593193,0.0749569322604631,26,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8543088053593193,0.0749569322604631,27,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8543088053593193,0.0749569322604631,28,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8543088053593193,0.0749569322604631,29,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8543088053593193,0.0749569322604631,30,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8543088053593193,0.0749569322604631,31,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8543088053593193,0.0749569322604631,32,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8543088053593193,0.0749569322604631,33,Lognormal,body,20.76305088398911,0.0,Alvarado
2.881376772647538,0.08422837218932729,34,Lognormal,body,20.76305088398911,0.0,Alvarado
2.881376772647538,0.08422837218932729,35,Lognormal,body,20.76305088398911,0.0,Alvarado
2.881376772647538,0.08422837218932729,36,Lognormal,body,20.76305088398911,0.0,Alvarado
2.881376772647538,0.08422837218932729,37,Lognormal,body,20.76305088398911,0.0,Alvarado
2.881376772647538,0.08422837218932729,38,Lognormal,body,20.76305088398911,0.0,Alvarado
2.881376772647538,0.08422837218932729,39,Lognormal,body,20.76305088398911,0.0,Alvarado
2.881376772647538,0.08422837218932729,40,Lognormal,body,20.76305088398911,0.0,Alvarado
2.881376772647538,0.08422837218932729,41,Lognormal,body,20.76305088398911,0.0,Alvarado
2.881376772647538,0.08422837218932729,42,Lognormal,body,20.76305088398911,0.0,Alvarado
2.840105066349217,0.07866840248841826,43,Lognormal,body,20.76305088398911,0.0,Alvarado
2.840105066349217,0.07866840248841826,44,Lognormal,body,20.76305088398911,0.0,Alvarado
2.840105066349217,0.07866840248841826,45,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8392940933835464,0.0858479788162385,46,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8392940933835464,0.0858479788162385,47,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8392940933835464,0.0858479788162385,48,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8392940933835464,0.0858479788162385,49,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8392940933835464,0.0858479788162385,50,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8392940933835464,0.0858479788162385,51,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,52,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,53,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,54,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,55,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,56,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,57,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,58,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,59,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,60,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,61,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,62,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,63,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,64,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,65,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,66,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,67,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,68,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,69,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,70,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,71,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,72,Lognormal,body,20.76305088398911,0.0,Alvarado
2.834678893150432,0.10237733093540789,73,Lognormal,body,20.76305088398911,0.0,Alvarado
2.855563282706659,0.10608988304082766,74,Lognormal,body,20.76305088398911,0.0,Alvarado
2.855563282706659,0.10608988304082766,75,Lognormal,body,20.76305088398911,0.0,Alvarado
2.855563282706659,0.10608988304082766,76,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8626670347714493,0.09381647202957809,77,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8626670347714493,0.09381647202957809,78,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8626670347714493,0.09381647202957809,79,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8626670347714493,0.09381647202957809,80,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8626670347714493,0.09381647202957809,81,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8626670347714493,0.09381647202957809,82,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8626670347714493,0.09381647202957809,83,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8626670347714493,0.09381647202957809,84,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8626670347714493,0.09381647202957809,85,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8626670347714493,0.09381647202957809,86,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8626670347714493,0.09381647202957809,87,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8626670347714493,0.09381647202957809,88,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8626670347714493,0.09381647202957809,89,Lognormal,body,20.76305088398911,0.0,Alvarado
2.8626670347714493,0.09381647202957809,90,Lognormal,body,20.76305088398911,0.0,Alvarado
