Fisk_param1,Fisk_param2,iteration,model_name,model_type,u_opt,p_u,location
1.0,16.84211145518073,0,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
1.0,16.84211145518073,1,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
1.0,16.84211145518073,2,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
1.0,16.84211145518073,3,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
1.287737922698407,16.923836404796873,4,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
1.548743761701037,16.91466378394557,5,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
1.59136138593854,16.873860435303232,6,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
1.8765344769070833,17.342355185738125,7,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
1.9203981284581768,17.16411383986843,8,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.0056599855946073,17.16700034100632,9,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.0056599855946073,17.16700034100632,10,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.058018303284898,16.91575295426864,11,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.058018303284898,16.91575295426864,12,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.058018303284898,16.91575295426864,13,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.0042651959460533,16.692858085128933,14,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.1425148155251557,16.635223152640258,15,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.261203551610075,16.49928097159235,16,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.31295669538341,16.25686132124507,17,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.3236357778226995,16.175520988232805,18,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.6067276913186226,16.37328678400591,19,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.6067276913186226,16.37328678400591,20,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.5476694343464654,16.46389603010856,21,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.5476694343464654,16.46389603010856,22,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.6282641674816416,16.52614139907632,23,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.7537502495557193,16.490545901330297,24,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.6594384962364086,16.30609975286098,25,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.5950887485997614,16.301668487098098,26,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.998166873486725,16.636324175482006,27,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.910071390656092,16.56382563094336,28,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
2.910071390656092,16.56382563094336,29,Fisk,body,18.595655983079453,0.18181818181818182,Alvarado
