x,f,model_name,model_type,kernel,bandwidth,u_opt,p_u,location
14.030307371981616,0.013055558522727946,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.04197829350498,0.013055558522727946,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.053649215028347,0.013055558522727946,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.065320136551712,0.013055558522727946,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.076991058075079,0.01424242747933957,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.088661979598443,0.014835861957645394,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.100332901121808,0.014835861957645394,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.112003822645175,0.0154292964359512,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.12367474416854,0.0154292964359512,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.135345665691904,0.0154292964359512,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.147016587215271,0.016616165392562842,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.158687508738636,0.017803034349174476,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.170358430262002,0.017803034349174476,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.182029351785367,0.017803034349174476,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.193700273308732,0.017803034349174476,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.205371194832098,0.0189899033057861,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.217042116355463,0.0189899033057861,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.22871303787883,0.0189899033057861,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.240383959402195,0.019583337784091916,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.25205488092556,0.020176772262397735,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.263725802448926,0.020176772262397735,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.27539672397229,0.020176772262397735,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.287067645495657,0.02077020674070355,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.298738567019022,0.021957075697315184,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.310409488542387,0.023143944653926815,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.322080410065753,0.023143944653926815,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.333751331589118,0.023143944653926815,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.345422253112483,0.023143944653926815,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.35709317463585,0.023143944653926815,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.368764096159214,0.023143944653926815,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.380435017682581,0.024924248088844258,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.392105939205946,0.026111117045455882,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.40377686072931,0.026111117045455882,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.415447782252677,0.026111117045455882,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.427118703776042,0.027297986002067506,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.438789625299409,0.027297986002067506,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.450460546822773,0.027297986002067506,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.462131468346138,0.027297986002067506,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.473802389869505,0.027891420480373328,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
14.48547331139287,0.027891420480373328,KDE-tophat,body,tophat,0.537,19.855326498474106,0.2995535714285714,PRODUCTIVO_Hidrometereológico
